# The apartment block, extracted from Creator Store model 8914897052.
#
# Pipe-separated so it stays diffable and hand-editable; build_place.py turns it
# into ReplicatedStorage.ApartmentTemplate and PlotService clones one per base.
# Extracted rather than referenced because a Studio-inserted model only survives
# a rebuild if it lives in assets/map.rbxlx, and hand-placing seven of these --
# then re-exporting the whole 18MB map every time one moves -- is not a pipeline.
#
# Coordinates are RELATIVE to the centre of the footprint at ground level, so
# placing one is "put it where the base is" with no offset arithmetic.
#
# class|name|size|pos|rot(9)|color|material|transparency|meshId|textureId|nativeSize
#
# nativeSize matters: a MeshPart draws its mesh at Size/InitialSize, so emitting
# a mesh without its TRUE intrinsic size inflates it by that ratio. Most of these
# are unscaled, but 5635562380 is authored at 60x18x84 and used at 50x15x70.
Part|Part|10.000,0.250,0.250|-6.100,6.300,33.730|0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,-0.0000|163,162,165|Metal|0.00|||
Part|Part|0.400,0.250,0.250|-6.100,10.200,33.530|0.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,1.0000,0.0000,-0.0000|163,162,165|Metal|0.00|||
Part|Part|0.400,0.250,0.250|-6.100,2.400,33.530|0.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,1.0000,0.0000,-0.0000|163,162,165|Metal|0.00|||
Part|Part|8.000,13.000,0.100|-6.350,6.500,33.150|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|27,42,53|Glass|0.00|||
MeshPart|MeshPart|5.000,31.500,4.000|22.050,47.250,34.450|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5635278610||5.000,31.500,4.000
MeshPart|MeshPart|42.750,10.000,42.730|0.025,8.000,12.045|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|91,93,105|Metal|0.00|5635742747||42.750,10.000,42.730
Part|Part|2.000,1.000,2.000|19.700,12.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|Column|1.500,11.000,1.500|19.700,6.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5632486531|5632487280|1.500,11.000,1.500
Part|Part|2.000,1.000,2.000|19.700,0.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|2.000,1.000,2.000|-11.850,12.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|Column|1.500,11.000,1.500|-11.850,6.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5632486531|5632487280|1.500,11.000,1.500
Part|Part|2.000,1.000,2.000|-11.850,0.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|2.000,1.000,2.000|9.150,12.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|Column|1.500,11.000,1.500|9.150,6.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5632486531|5632487280|1.500,11.000,1.500
Part|Part|2.000,1.000,2.000|9.150,0.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|2.000,1.000,2.000|-1.350,12.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|Column|1.500,11.000,1.500|-1.350,6.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5632486531|5632487280|1.500,11.000,1.500
Part|Part|2.000,1.000,2.000|-1.350,0.500,34.480|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|67.900,1.700,1.800|22.631,13.850,-0.451|-0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,-0.0000|104,103,96|Concrete|0.00|||
Part|Part|23.000,0.160,0.330|9.150,3.040,33.815|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|23.000,2.960,0.230|9.150,1.480,33.765|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|17.000,0.160,0.330|-18.850,3.040,33.815|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|17.000,2.960,0.230|-18.850,1.480,33.765|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|51.900,3.000,70.000|-2.400,93.000,0.450|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|199,198,192|Concrete|0.00|||
MeshPart|MeshPart|47.650,11.499,64.350|-0.825,82.750,2.425|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|91,93,105|Metal|0.00|5639184941||47.650,11.499,64.350
MeshPart|MeshPart|47.450,11.499,64.150|-0.925,82.750,2.325|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|27,42,53|Glass|0.00|5639185011||47.450,11.499,64.150
MeshPart|MeshPart|51.900,15.000,70.000|-2.400,84.000,0.450|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|199,198,192|Concrete|0.00|5639185119||51.900,15.000,70.000
Part|Part|2.000,1.000,2.000|22.500,12.500,-10.720|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|Column|1.500,11.000,1.500|22.500,6.500,-10.720|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5632486531|5632487280|1.500,11.000,1.500
Part|Part|2.000,1.000,2.000|22.500,0.500,-10.720|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|MeshPart|7.000,7.024,10.500|27.050,3.512,-14.670|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|91,93,105|Metal|0.00|5635705773||7.000,7.024,10.500
Part|Part|44.200,0.160,0.330|21.810,3.040,10.415|-0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,-0.0000|104,103,96|Concrete|0.00|||
Part|Part|8.000,10.000,0.100|14.650,8.000,33.150|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|27,42,53|Glass|0.00|||
Part|Part|8.000,10.000,0.100|3.650,8.000,33.150|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|27,42,53|Glass|0.00|||
MeshPart|MeshPart|5.000,31.500,4.000|-28.150,47.250,34.450|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5635278610||5.000,31.500,4.000
Part|Part|8.000,10.000,0.100|-17.350,8.000,33.150|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|27,42,53|Glass|0.00|||
Part|Part|8.000,10.000,0.100|21.150,8.000,26.650|-0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,-0.0000|27,42,53|Glass|0.00|||
Part|Part|8.000,10.000,0.100|21.150,8.000,15.650|-0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,-0.0000|27,42,53|Glass|0.00|||
Part|Part|8.000,10.000,0.100|21.150,8.000,5.650|-0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,-0.0000|27,42,53|Glass|0.00|||
Part|Part|8.000,10.000,0.100|21.150,8.000,-5.350|-0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,-0.0000|27,42,53|Glass|0.00|||
MeshPart|MeshPart|5.000,31.500,4.000|22.050,15.750,34.450|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5635278610||5.000,31.500,4.000
MeshPart|MeshPart|5.000,31.500,4.000|22.050,15.750,-36.250|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|163,162,165|Plastic|0.00|5635278610||5.000,31.500,4.000
MeshPart|MeshPart|5.000,31.500,4.000|22.050,78.750,34.450|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5635278610||5.000,31.500,4.000
MeshPart|MeshPart|5.000,31.500,4.000|-28.150,15.750,34.450|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5635278610||5.000,31.500,4.000
UnionOperation|Union|67.900,2.000,0.900|23.920,15.700,-0.451|-0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,-0.0000|104,103,96|Concrete|0.00|||
MeshPart|MeshPart|50.000,15.000,70.000|-3.350,7.500,-1.350|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|104,103,96|Concrete|0.00|5635562380||60.000,18.000,84.000
WedgePart|Wedge|55.200,1.800,3.000|-3.050,96.000,37.350|-1.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000|204,202,192|Concrete|0.00|||
Part|Part|0.500,3.000,74.700|-30.400,96.000,-0.900|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|204,202,192|Concrete|0.00|||
Part|Part|54.700,3.000,0.500|-2.800,96.000,-38.000|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|204,202,192|Concrete|0.00|||
WedgePart|Wedge|74.700,1.800,3.000|25.450,96.000,-0.900|0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,-0.0000,0.0000|204,202,192|Concrete|0.00|||
CornerWedgePart|CornerWedgePart|1.800,3.000,1.800|25.450,96.000,37.350|-1.0000,0.0000,0.0000,0.0000,-1.0000,0.0000,0.0000,0.0000,1.0000|204,202,192|Concrete|0.00|||
Part|Part|54.700,0.500,74.200|-2.800,94.750,-0.650|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|85,85,85|Concrete|0.00|||
Part|Part|9.000,10.000,12.000|-24.450,100.000,-9.050|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|204,202,192|Concrete|0.00|||
Part|Part|20.000,1.000,1.000|-18.950,105.500,-2.550|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|204,202,192|Concrete|0.00|||
Part|Part|1.000,1.000,12.000|-24.450,105.500,7.950|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|204,202,192|Concrete|0.00|||
Part|Part|1.000,1.000,12.000|-24.450,105.500,-13.050|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|204,202,192|Concrete|0.00|||
Part|Part|20.000,1.000,1.000|-29.950,105.500,-2.550|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|204,202,192|Concrete|0.00|||
Part|Part|20.000,0.100,10.000|-24.450,105.050,-2.550|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|85,85,85|Concrete|0.00|||
Part|Part|4.000,8.000,11.000|-24.950,99.000,-2.550|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|204,202,192|Concrete|0.00|||
Part|Part|9.000,10.000,12.000|-24.450,100.000,3.950|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|204,202,192|Concrete|0.00|||
Part|Part|4.000,2.000,12.000|-24.450,104.000,-2.550|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|204,202,192|Concrete|0.00|||
MeshPart|MeshPart|0.672,1.440,1.080|-19.014,98.620,-1.290|-1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|163,162,165|Metal|0.00|5635621629||0.672,1.440,1.080
Part|Part|4.000,8.000,0.100|-19.400,99.000,-2.550|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|131,131,131|Metal|0.00|||
Part|Part|67.000,94.500,2.100|-29.400,47.250,-1.050|0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,0.0000|118,92,79|Brick|0.00|||
Part|Part|50.000,94.500,3.500|-5.450,47.250,-36.300|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|118,92,79|Brick|0.00|||
